Start Date,End Date,Duration (in seconds),Finished,Recorded Date,Response ID,User Language,Consent,Nationality,PID,Group,Own words,More or less,More or less info used,Effectiveness,Precision,Precision info used,Precision info - just CI,Precision info - CI included at all,Understandable,Helpful,Actionable,Concise,Attention1,Credible,Recommendation,Q1,Q2,Q3,Q4,Q5,Q9,Q7a,Q8,Q10,Q11,Q6,Q13a,Q13b,Q12,Q7b,Attention2,Stat experience,SBMH experience,PROLIFIC_PID,NUMScore,NUMZ,NUMRank
3/27/2024 11:21,3/27/2024 11:34,812,TRUE,3/27/2024 11:34,R_19jme7lA9Mai6EY,EN,I consent to participate in this study.,United States,5f72d5f735ca18212826ddd3,3,"A student, picked at random, for a depression prevention group has a slightly better depression score  ",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Strongly agree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,90,,120,,,,,,,,,,,,,Green,3,2,5f72d5f735ca18212826ddd3,5,-0.113,45.50%
3/27/2024 10:09,3/27/2024 10:14,292,TRUE,3/27/2024 10:14,R_6fGmrWMBhhNwp5T,EN,I consent to participate in this study.,United States,65516b38c5d5a51c51ab2886,3,About half of students in the programs have found success in getting lower depression symptoms.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,4,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,90,,60,,,,,,,,12,,,14,,Green,27,4,65516b38c5d5a51c51ab2886,5,-0.113,45.50%
3/27/2024 10:43,3/27/2024 10:56,747,TRUE,3/27/2024 10:56,R_5OIsWniNsvC0A7i,EN,I consent to participate in this study.,United States,60ab40ccad09d47ceed2bf38,3,About half of students who participated in a school depression prevention program had fewer symptoms of depression as compared to a random student who did not particpate in such a program.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Agree,90,,84,,,,33,,,,,8,,,,Green,60,0,60ab40ccad09d47ceed2bf38,7,1.191,88.32%
3/27/2024 12:14,3/27/2024 12:38,1469,TRUE,3/27/2024 12:38,R_7EbAUwEpw1i56DM,EN,I consent to participate in this study.,United States,610ac57b9c3dda7bb1dfdc1e,3,about half the students in the prevention program had lower depression scores,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Strongly disagree,Neither agree or disagree,Somewhat agree,90,,60,,,,,,,,22.5,,,30,,Green,50,2,610ac57b9c3dda7bb1dfdc1e,5,-0.113,45.50%
3/27/2024 10:22,3/27/2024 10:36,842,TRUE,3/27/2024 10:36,R_8e21UgUmwZWMVKD,EN,I consent to participate in this study.,United States,5ca999aacf827100165119f4,3,"According to this evidence synthesis, students who attend the depression prevention program are less likely to be depressed than students who do not attend. ",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Agree,Neither agree or disagree,Agree,Strongly disagree,Agree,Agree,90,,60,,,,,,,,18,,,,5,Green,30,2,5ca999aacf827100165119f4,6,0.843,80.04%
3/27/2024 10:26,3/27/2024 10:30,256,TRUE,3/27/2024 10:30,R_5otBQApFHbrjLar,EN,I consent to participate in this study.,United States,60f1ddf2ba77ba7c771c936c,3,"After participating in the depression prevention programs, students are slightly more likely than the control group to have decreased depression scores.",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,6 - Very precise,"95% Confidence Interval [51%, 56%]",1,1,Agree,Agree,Somewhat agree,Agree,Strongly disagree,Agree,Agree,90,,60,,,,,,,,9,,,12,,Green,40,80,60f1ddf2ba77ba7c771c936c,5,-0.113,45.50%
3/27/2024 12:09,3/27/2024 12:17,516,TRUE,3/27/2024 12:17,R_71cQreH0joFIfzO,EN,I consent to participate in this study.,United States,615e01e53a44a0c3c04378c0,3,An individual.picked at random from a contro group will have almost the ssme depression score as one picked at random from a depression prevention program a control group ,Unsure,,2,1,"95% Confidence Interval [51%, 56%]",1,1,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree or disagree,Strongly disagree,50,268,,,60,,,,4,,,,,,,Green,39,35,615e01e53a44a0c3c04378c0,3,-1.317,9.39%
3/27/2024 13:07,3/27/2024 13:18,675,TRUE,3/27/2024 13:18,R_5oNHjYLUDXwB8IX,EN,I consent to participate in this study.,United States,65c6c2ba75830293a68fe774,3,Approximately half of students in a depression prevention program will have a lower depression score than one chosen from a control group ,Less,"There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Strongly agree,Agree,Neither agree or disagree,Agree,Strongly disagree,Agree,Strongly agree,90,,60,,,,,,,,100,,,80,,Green,20,0,65c6c2ba75830293a68fe774,5,-0.113,45.50%
3/27/2024 11:17,3/27/2024 11:23,376,TRUE,3/27/2024 11:23,R_1Y3bcyBm8L53lRR,EN,I consent to participate in this study.,United States,63bd9ac0dc52225142c5b1d4,3,chnaces are good that about half the students picked at random from the program will ha ve a lower depression score than a random choice from the control group,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,4,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,90,,60,,,,,,,,6,,,8,,Green,0,0,63bd9ac0dc52225142c5b1d4,5,-0.113,45.50%
3/27/2024 12:21,3/27/2024 12:27,387,TRUE,3/27/2024 12:27,R_3gh9JRoe3yMU5Sq,EN,I consent to participate in this study.,United States,5b0d1b8e444cef0001ca66ac,3,Current depression prevention programs don't seem to make a lot of difference in the student depression scores,Unsure,,2,5,"95% Confidence Interval [51%, 56%]",1,1,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree or disagree,Somewhat disagree,80,268,,,20,,,,,100,,,,,,Green,0,0,5b0d1b8e444cef0001ca66ac,4,-0.523,30.05%
3/27/2024 11:28,3/27/2024 11:40,699,TRUE,3/27/2024 11:40,R_5BWKYTWTD1u76K6,EN,I consent to participate in this study.,United States,62728a0a9af43a4421bcbcfa,3,Depression prevention doesn't seem to have much of an effect on lowering depression symptoms,Unsure,,1,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Disagree,90,,90,,,,,,,,18,,,,4,Green,0,0,62728a0a9af43a4421bcbcfa,6,0.843,80.04%
3/27/2024 10:09,3/27/2024 10:19,552,TRUE,3/27/2024 10:19,R_1gOxm7m9U4ouE77,EN,I consent to participate in this study.,United States,5d1bcecd1b8b60001915bd81,3,Depression Prevention programs are having a positive effect but possibly not significantly,Less,"There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",3 - Somewhat effective,4,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat disagree,Somewhat disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,95,268,,,16,,,,4,,,,,,,Green,67,9,5d1bcecd1b8b60001915bd81,3,-1.317,9.39%
3/27/2024 11:39,3/27/2024 11:51,719,TRUE,3/27/2024 11:51,R_2bO0rc5JPp7ypDH,EN,I consent to participate in this study.,United States,6550ecb81d9826a9f131c5a3,3,Depression prevention programs are slightly effective in reducing symptoms of depression in students.,Less,"There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",2,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,90,,84,,,,25,,,,,,20,,,Green,70,0,6550ecb81d9826a9f131c5a3,9,2.213,98.66%
3/27/2024 13:54,3/27/2024 14:03,524,TRUE,3/27/2024 14:03,R_2PKmE6E8kpd6fjH,EN,I consent to participate in this study.,United States,5ea47bda5b1a9807ed89eb76,3,Depression prevention programs for students are not particularly effective.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,1,4,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Agree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Strongly disagree,90,,60,,,,,,,,18,,,,25,Green,15,0,5ea47bda5b1a9807ed89eb76,7,1.363,91.36%
3/27/2024 9:56,3/27/2024 10:03,404,TRUE,3/27/2024 10:03,R_1qr5SoTlQ0bt6Ir,EN,I consent to participate in this study.,United States,5d4a6459061e2a000138bad3,3,Depression prevention programs have a slight overall effect on student depression scores.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,2,6 - Very precise,"95% Confidence Interval [51%, 56%]",1,1,Agree,Agree,Neither agree or disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,90,,84,,,,16,,,,,20,,,,Green,80,0,5d4a6459061e2a000138bad3,8,1.575,94.24%
3/27/2024 12:13,3/27/2024 12:44,1859,TRUE,3/27/2024 12:44,R_2wpNPQ02GOKVZD2,EN,I consent to participate in this study.,United States,5d8e361e6e920e0014b459d9,3,Depression prevention programs in schools appear to be effective for approximately 53% of students.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,90,,120,,,,,,,,18,,,,,Green,30,0,5d8e361e6e920e0014b459d9,6,0.843,80.04%
3/27/2024 12:39,3/27/2024 12:45,344,TRUE,3/27/2024 12:45,R_24pKDTOBNTWuZFk,EN,I consent to participate in this study.,United States,65444bbc48998c14318caf9f,3,Depression prevention programs may lower the risk of depression in students. ,Less,"Data come from 60 studies analyzed,Data represented 37,705 students,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Agree,75,268,,,20,,,,,80,,,,,,Green,20,1,65444bbc48998c14318caf9f,5,0.067,52.67%
3/27/2024 10:11,3/27/2024 10:21,592,TRUE,3/27/2024 10:21,R_6LnT7MWPfB5QkMc,EN,I consent to participate in this study.,United States,611bed11fa6a3b35c9226c29,3,Depression takes on many guises,Unsure,,3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Disagree,Neither agree or disagree,Somewhat disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,90,,60,,,,,,,,12,,,15,,Green,0,0,611bed11fa6a3b35c9226c29,5,-0.113,45.50%
3/27/2024 10:05,3/27/2024 10:12,418,TRUE,3/27/2024 10:12,R_2SlHpb9Azwck02B,EN,I consent to participate in this study.,United States,63d53aba8df6735aa2f61e80,3,Findings may vary per student ,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,4,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,90,,60,,,,,,,,6,,,7,,Green,58,22,63d53aba8df6735aa2f61e80,5,-0.113,45.50%
3/30/2024 16:46,3/30/2024 17:05,1167,TRUE,3/30/2024 17:05,R_1frJkH6waSmL4kU,EN,I consent to participate in this study.,United States,5b2669ae0ec82d0001d20b40,3,Findings show that there is actually positive results from the depression prevention program wherein it sdhows students have a lower depression rate who are in that program.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,4,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Neither agree or disagree,3,250,,7,,,,74,,,,,,,,Green,15,50,5b2669ae0ec82d0001d20b40,2,-1.98,2.39%
3/27/2024 10:34,3/27/2024 10:47,798,TRUE,3/27/2024 10:47,R_2DtDiLujwxBAPxI,EN,I consent to participate in this study.,United States,65a297f1bf76685e310c7d70,3,Half of the students chosen at random will have lower depression scores than a student from the control groups at a 95% confidence  between 51% and 56%,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,90,,60,,,,,,,,6,,,7,,Green,11,6,65a297f1bf76685e310c7d70,5,-0.113,45.50%
3/27/2024 12:42,3/27/2024 12:48,361,TRUE,3/27/2024 12:48,R_7hlYuqpaeMq0oZX,EN,I consent to participate in this study.,United States,65da5fc4470cd3b65bb29c6f,3,Honestly I’m not entirely sure. I do think data points that would affect one’s rate of depression are easy to distinct ,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,2,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Strongly disagree,Neither agree or disagree,Somewhat agree,90,,30,,,,,,,,6,,,7,,Green,64,58,65da5fc4470cd3b65bb29c6f,5,-0.113,45.50%
3/27/2024 10:00,3/27/2024 10:10,613,TRUE,3/27/2024 10:10,R_1LvTvgaf8qdbDV9,EN,I consent to participate in this study.,United States,5f4c2067fca470836d4c2b24,3,i think i means the program is somewhat effective,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat agree,90,,120,,,,,,,,14,,,18,,Green,32,37,5f4c2067fca470836d4c2b24,5,-0.113,45.50%
3/27/2024 12:18,3/27/2024 12:25,430,TRUE,3/27/2024 12:25,R_7y7OYlj3YzT7jpm,EN,I consent to participate in this study.,United States,65cb7d74800d57cbac802458,3,I wonder why this is so.,Less,"Data represented 37,705 students",3 - Somewhat effective,2,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat disagree,Neither agree or disagree,Agree,Strongly disagree,Somewhat agree,Disagree,5,268,,,20,,,,,80,,,,,,Green,40,0,65cb7d74800d57cbac802458,5,0.067,52.67%
3/27/2024 11:51,3/27/2024 12:03,746,TRUE,3/27/2024 12:03,R_7DfBks4jAsV4Lm1,EN,I consent to participate in this study.,United States,64485c54cbc6abf5e752f687,3,"I would quote the finding with the comment that there is no info provided on the validity/reliability or caveats associated with the individual studies within total mass of studies analyzed, meaning the quality of that data is unknown.",Unsure,,2,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Neither agree or disagree,Disagree,Somewhat disagree,Neither agree or disagree,Strongly disagree,Somewhat disagree,Disagree,75,268,,,20,,,,,80,,,,,,Green,45,65,64485c54cbc6abf5e752f687,5,0.067,52.67%
3/27/2024 11:43,3/27/2024 11:47,273,TRUE,3/27/2024 11:47,R_2Z9VsFvrKQqcVk5,EN,I consent to participate in this study.,United States,606799ee27d39e784b1e5eb6,3,I would say if all the students analyzed that there is a 53% chance that one student doesn’t have depression so most students don’t have depression while some do,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,2,"95% Confidence Interval [51%, 56%]",1,1,Disagree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree or disagree,Somewhat disagree,50,268,,,20,,,,,30,,,,,,Green,30,51,606799ee27d39e784b1e5eb6,4,-0.523,30.05%
3/27/2024 12:02,3/27/2024 12:24,1310,TRUE,3/27/2024 12:24,R_8WXSwWnIck6LOq5,EN,I consent to participate in this study.,United States,5d321a7348bf98001646aeb2,3,I would say that the depression prevention  program helps,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree or disagree,Somewhat agree,75,200,,14,,25,,,,,,,,,,Green,0,0,5d321a7348bf98001646aeb2,3,-1.058,14.50%
3/27/2024 11:49,3/27/2024 11:58,518,TRUE,3/27/2024 11:58,R_1VC3EUCNBXXnGiB,EN,I consent to participate in this study.,United States,56944c20e0c800000b59c13a,3,"If you picked one student from those in the depression-stopping programs and another from a group that didn't do anything special (like a normal class), there's a 53% chance that the student from the program would be feeling less down compared to the one who didn't do anything about it. It’s not like a massive difference but it's somethin better than a straight-up 50/50 chance.",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,90,,60,,,,,,,,9,,,24,,Green,60,30,56944c20e0c800000b59c13a,6,0.51,69.50%
3/27/2024 10:40,3/27/2024 11:38,3521,TRUE,3/27/2024 11:38,R_5n0VDwsZX1eOVR1,EN,I consent to participate in this study.,United States,5e9a363724927e0d07782751,3,"in 95% of situations, there is a 53% chance the random student in the program has lower score than random student in control group",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,2,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree or disagree,90,,84,,,,25,,,,,,20,,,Green,49,1,5e9a363724927e0d07782751,9,2.213,98.66%
3/27/2024 13:05,3/27/2024 13:08,209,TRUE,3/27/2024 13:08,R_3hikzYdWA7BqI2l,EN,I consent to participate in this study.,United States,6148f3d1074988c7852c1774,3,It is more likely that a student participating in depression prevention programs will have a lower depression score. ,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Neither agree or disagree,80,268,,,20,,,,,40,,,,,,Green,39,19,6148f3d1074988c7852c1774,4,-0.523,30.05%
3/27/2024 11:56,3/27/2024 12:00,246,TRUE,3/27/2024 12:00,R_5iOnCIULZeGPtq0,EN,I consent to participate in this study.,United States,55a4323dfdf99b02ff6caf81,3,It is possible that students picked from the program will have lower depression than one from a random control group.,Less,"There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",5,5,"95% Confidence Interval [51%, 56%]",1,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,75,268,,,20,,,,,20,,,,,,Green,50,50,55a4323dfdf99b02ff6caf81,4,-0.523,30.05%
3/27/2024 11:14,3/27/2024 11:21,450,TRUE,3/27/2024 11:21,R_5OZ6N2UKB0DYzPa,EN,I consent to participate in this study.,United States,6400dde611c4534903252cba,3,It's a little more likely that a random student from depression prevention programs will be less depressed than a random student from the control groups.,Unsure,,3 - Somewhat effective,4,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat disagree,Neither agree or disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,90,,60,,,,,,,,18,,,,4,Green,60,3,6400dde611c4534903252cba,6,0.843,80.04%
3/27/2024 10:07,3/27/2024 10:16,531,TRUE,3/27/2024 10:16,R_62YdJY7S5cLkPvU,EN,I consent to participate in this study.,United States,628bb39061393e64b1907bbb,3,lower depression score results are slightly better than 50/50 chance,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,2,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,90,,60,,,,,,,,18,,,,35,Green,81,94,628bb39061393e64b1907bbb,6,0.843,80.04%
3/27/2024 11:07,3/27/2024 11:15,466,TRUE,3/27/2024 11:15,R_406I9mdRfZxPTxV,EN,I consent to participate in this study.,United States,63d7b776a9923fe2a69d36bd,3,Mpre than half of students from the depression prevention programs have lower depression scores than students not in depression prevention programs,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly disagree,Neither agree or disagree,Disagree,90,,40,,,,,,,,18,,,,4,Green,1,1,63d7b776a9923fe2a69d36bd,6,0.843,80.04%
3/27/2024 12:01,3/27/2024 12:12,624,TRUE,3/27/2024 12:12,R_1m4y5ZFJoVXOFQs,EN,I consent to participate in this study.,United States,65f352c438fd076a3852e5c7,3,Not all students that experience depression are in depression prevention programs,Unsure,,3 - Somewhat effective,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,90,,60,,,,,,,,18,,,,25,Green,10,0,65f352c438fd076a3852e5c7,7,1.363,91.36%
3/27/2024 12:04,3/27/2024 12:14,579,TRUE,3/27/2024 12:14,R_2eNqksNIyTTH0bv,EN,I consent to participate in this study.,United States,5b0c65c11e55760001b96e90,3,"Null hipothesis is that there is no difference in the sample, alternative hipothesis is that there is. We need the t-score and then the p-value. If p-value is less than 5%, we reject the null hypothesis.",Unsure,,2,1,"95% Confidence Interval [51%, 56%]",1,1,Agree,Disagree,Agree,Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,90,,60,,,,,,,,18,,,,25,Green,81,0,5b0c65c11e55760001b96e90,7,1.363,91.36%
3/27/2024 11:41,3/27/2024 11:46,338,TRUE,3/27/2024 11:46,R_1dK5z0MBQkwCybV,EN,I consent to participate in this study.,United States,5f171e9023611c038f0bd539,3,"Of 37.705 students analyzed across 60 studies, there is a 95% confidence level that there is a 51-56% chance that program intervention leads to a lower depression score. ",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Neither agree or disagree,Neither agree or disagree,90,,36,,,,,,,,18,,,,4,Green,82,61,5f171e9023611c038f0bd539,6,0.843,80.04%
3/27/2024 10:38,3/27/2024 10:43,291,TRUE,3/27/2024 10:43,R_2gTk7eeC28FvHJu,EN,I consent to participate in this study.,United States,6601c93e931b53a9ec13803b,3,"On average, about half of the students significantly had lower depression in the prevention programs",Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,4,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat disagree,Somewhat disagree,Disagree,Agree,Strongly disagree,Agree,Agree,90,,80,,,,,,,,12,,,16,,Green,57,17,6601c93e931b53a9ec13803b,5,-0.113,45.50%
3/27/2024 11:13,3/27/2024 11:44,1817,TRUE,3/27/2024 11:44,R_6rHrJ51uAN4NHTx,EN,I consent to participate in this study.,United States,63d7df89f51e3257f921ee84,3,School based depression prevention programs on slightly help prevent depression. ,Less,"95% Confidence Interval [51%, 56%]",3 - Somewhat effective,3 - Somewhat precise,"95% Confidence Interval [51%, 56%]",1,1,Disagree,Disagree,Disagree,Neither agree or disagree,Strongly disagree,Somewhat agree,Disagree,90,,36,,,,,,,,18,,,,25,Green,70,8,63d7df89f51e3257f921ee84,7,1.363,91.36%
3/27/2024 12:07,3/27/2024 12:27,1184,TRUE,3/27/2024 12:27,R_7DD6rbfREUl9OWB,EN,I consent to participate in this study.,United States,65b917e49ba1032bc8563872,3,School depression prevention program has a statistically significant impact in lowering student's depression score.,Less,"Data represented 37,705 students,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",4,5,"95% Confidence Interval [51%, 56%]",1,1,Disagree,Agree,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat agree,90,,60,,,,,,,,18,,,,25,Green,80,0,65b917e49ba1032bc8563872,7,1.363,91.36%
3/27/2024 10:40,3/27/2024 11:14,2094,TRUE,3/27/2024 11:14,R_54zPGYLgYfzBjS6,EN,I consent to participate in this study.,United States,62795175ca262157d4c321c2,3,Since there is a 53% chance that means there is close to an equal chance either way.  But I don't know what the Confidence Interval part means.  ,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,1,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Strongly disagree,Agree,Neither agree or disagree,90,,60,,,,,,,,12,,,16,,Green,3,3,62795175ca262157d4c321c2,5,-0.113,45.50%
3/27/2024 10:56,3/27/2024 11:04,474,TRUE,3/27/2024 11:04,R_1p7tat02AKh3R1T,EN,I consent to participate in this study.,United States,5be42f3b98f5f40001a994f4,3,slight more than 50/50 chance that student from depression prevention program will have a lower depression score,Less,"Data come from 60 studies analyzed,Data represented 37,705 students,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,90,,60,,,,,,,,18,,,,4,Green,9,0,5be42f3b98f5f40001a994f4,6,0.843,80.04%
3/27/2024 10:14,3/27/2024 10:23,516,TRUE,3/27/2024 10:23,R_3mftkAoAK6fwaTO,EN,I consent to participate in this study.,United States,63c1d50895843298a2267943,3,Slightly more than half of the students (53%) who participated in a depression prevention program had a lower depression score than a random student from a control group.,Less,There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,3 - Somewhat effective,5,"95% Confidence Interval [51%, 56%]",1,1,Agree,Agree,Somewhat agree,Strongly agree,Strongly disagree,Agree,Agree,45,268,,,20,,,,,80,,,,,,Green,40,0,63c1d50895843298a2267943,5,0.067,52.67%
3/27/2024 10:53,3/27/2024 11:02,577,TRUE,3/27/2024 11:02,R_7f9WQxzRqG2IGKg,EN,I consent to participate in this study.,United States,5ce793cff8601c0001cc43b1,3,Students at schools with depression prevention programs are slightly more likely to have a lower depression scores.,Less,"There is a 53% chance that a student picked at random from the depression prevention programs will have a lower depression score than a student picked at random from the control groups,95% Confidence Interval [51%, 56%]",1,4,"95% Confidence Interval [51%, 56%]",1,1,Neither agree or disagree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Somewhat disagree,90,,84,,,,20,,,,,20,,,,Green,47,10,5ce793cff8601c0001cc43b1,8,1.575,94.24%
